Date,BRAND,SKU,Actual Price,Recommended Price,Difference
06-12-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.99,0.41
06-12-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,13.49,0.5
06-12-2015,BECKS,6 Pk 12 Oz Glass,11.49,11.49,0
06-12-2015,MILLER LITE,12 Pk 12 Oz Can,14.99,14.49,0.5
06-12-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.99,0.5
06-12-2015,MILLER LITE,6 Pk 12 Oz Glass,11.93,11.49,0.44
06-12-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.99,0
06-12-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49,10.99,0.5
06-12-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,12.99,0.5
06-12-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,13.99,1.5
06-12-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49,13.99,1.5
06-12-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
06-12-2015,BUDWEISER,6 Pk 12 Oz Glass,10,11.99,1.99
06-12-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.98,11.99,1.01
06-12-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,10.49,1.16
06-12-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.49,1
13-12-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.99,0.5
13-12-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14,14.99,0.99
13-12-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.99,0.04
13-12-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
13-12-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.99,0.41
13-12-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49,13.99,1.5
13-12-2015,BECKS,6 Pk 12 Oz Glass,11.39,11.99,0.6
13-12-2015,MILLER LITE,6 Pk 12 Oz Glass,10.99,11.99,1
13-12-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.99,0.5
13-12-2015,MILLER LITE,12 Pk 12 Oz Can,14.99,14.49,0.5
13-12-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,14.99,13.99,1
13-12-2015,BUD LIGHT,6 Pk 12 Oz Glass,10,10.99,0.99
13-12-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,11.99,0.5
13-12-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,13.99,1.5
13-12-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49,12.49,0
13-12-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
13-12-2015,BUDWEISER,6 Pk 12 Oz Glass,10,11.99,1.99
13-12-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.98,10.99,0.01
13-12-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,10.49,1.16
13-12-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11,12.49,1.49
20-12-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,12.99,0.5
20-12-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,14.99,1
20-12-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,13.49,0.54
20-12-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
20-12-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.49,0.91
20-12-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,13.99,0
20-12-2015,BECKS,6 Pk 12 Oz Glass,11.49,11.49,0
20-12-2015,MILLER LITE,12 Pk 12 Oz Can,14.99,14.99,0
20-12-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,13.99,0.5
20-12-2015,MILLER LITE,6 Pk 12 Oz Glass,11.93,11.99,0.06
20-12-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.99,0
20-12-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49,9.99,0.5
20-12-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,11.49,1
20-12-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,13.99,1.5
20-12-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49,13.99,1.5
20-12-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
20-12-2015,BUDWEISER,6 Pk 12 Oz Glass,10,11.49,1.49
20-12-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.98,11.49,0.51
20-12-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,11.49,0.16
20-12-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.99,0.5
27-12-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
27-12-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14,13.49,0.51
27-12-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,13.99,1.04
27-12-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,13.49,0
27-12-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,13.99,0.59
27-12-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49,13.49,1
27-12-2015,BECKS,6 Pk 12 Oz Glass,11.39,11.49,0.1
27-12-2015,MILLER LITE,6 Pk 12 Oz Glass,10.99,10.99,0
27-12-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.99,0.5
27-12-2015,MILLER LITE,12 Pk 12 Oz Can,14.99,14.99,0
27-12-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,14.99,14.99,0
27-12-2015,BUD LIGHT,6 Pk 12 Oz Glass,10,10.99,0.99
27-12-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,12.49,0
27-12-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
27-12-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49,13.49,1
27-12-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
27-12-2015,BUDWEISER,6 Pk 12 Oz Glass,10,11.49,1.49
27-12-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.98,11.49,0.51
27-12-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,11.99,0.34
27-12-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.49,1
03-01-2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
03-01-2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14,14.49,0.49
03-01-2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,13.49,0.54
03-01-2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,12.49,1
03-01-2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.99,0.41
03-01-2016,CORONA LIGHT,6 Pk 12 Oz Glass,12.49,13.49,1
03-01-2016,BECKS,6 Pk 12 Oz Glass,11.39,11.49,0.1
03-01-2016,MILLER LITE,6 Pk 12 Oz Glass,10.99,11.49,0.5
03-01-2016,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.49,0
03-01-2016,MILLER LITE,12 Pk 12 Oz Can,14.99,14.49,0.5
03-01-2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,14.49,0.5
03-01-2016,BUD LIGHT,6 Pk 12 Oz Glass,10,10.49,0.49
03-01-2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,13.99,1.5
03-01-2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49,13.49,1
03-01-2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49,13.49,1
03-01-2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.49,1
03-01-2016,BUDWEISER,6 Pk 12 Oz Glass,10,10.49,0.49
03-01-2016,COORS LIGHT,6 Pk 12 Oz Glass,10.98,11.49,0.51
03-01-2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,11.49,0.16
03-01-2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,12.99,0.5
10-01-2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,12.99,0.5
10-01-2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14,14.99,0.99
10-01-2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,13.99,1.04
10-01-2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
10-01-2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,13.99,0.59
10-01-2016,CORONA LIGHT,6 Pk 12 Oz Glass,12.49,13.49,1
10-01-2016,BECKS,6 Pk 12 Oz Glass,11.39,11.99,0.6
10-01-2016,MILLER LITE,12 Pk 12 Oz Can,14.99,14.99,0
10-01-2016,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.99,0.5
10-01-2016,MILLER LITE,6 Pk 12 Oz Glass,10.99,11.99,1
10-01-2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,12.99,1
10-01-2016,BUD LIGHT,6 Pk 12 Oz Glass,10,10.49,0.49
10-01-2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,11.99,0.5
10-01-2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49,13.99,1.5
10-01-2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49,11.49,1
10-01-2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,11.49,2
10-01-2016,BUDWEISER,6 Pk 12 Oz Glass,10,11.99,1.99
10-01-2016,COORS LIGHT,6 Pk 12 Oz Glass,10.98,11.49,0.51
10-01-2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,11.49,0.16
10-01-2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.49,1
17-01-2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,12.99,0.5
17-01-2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,14.49,0.5
17-01-2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,13.99,1.04
17-01-2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49,13.49,1
17-01-2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,13.99,0.46
17-01-2016,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,13.49,0.5
17-01-2016,BECKS,6 Pk 12 Oz Glass,11.99,10.49,1.5
17-01-2016,MILLER LITE,6 Pk 12 Oz Glass,11.49,11.99,0.5
17-01-2016,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.99,0.5
17-01-2016,MILLER LITE,12 Pk 12 Oz Can,14.49,13.99,0.5
17-01-2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,12.99,0.94
17-01-2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99,9.49,1.5
17-01-2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
17-01-2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
17-01-2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,12.49,1
17-01-2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.49,1
17-01-2016,BUDWEISER,6 Pk 12 Oz Glass,10.99,11.49,0.5
17-01-2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99,11.49,0.5
17-01-2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.49,0
17-01-2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,12.99,1.56
24-01-2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,12.49,12.49,0
24-01-2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.45,12.49,0.04
24-01-2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,13.49,0
24-01-2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,13.49,0.09
24-01-2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,13.99,0
24-01-2016,BECKS,6 Pk 12 Oz Glass,11.49,11.49,0
24-01-2016,MILLER LITE,12 Pk 12 Oz Can,14,14.49,0.49
24-01-2016,MILLER LITE,12 Pk 12 Oz Glass,14,14.99,0.99
24-01-2016,MILLER LITE,6 Pk 12 Oz Glass,51.91049,11.99,39.92049
24-01-2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.49,12.99,0.5
24-01-2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49,10.49,0
24-01-2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.98,13.49,0.49
24-01-2016,MAGIC HAT,6 Pk 12 Oz Glass,10.49,11.49,1
24-01-2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.92,12.99,0.07
24-01-2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13,12.49,0.51
24-01-2016,BUDWEISER,6 Pk 12 Oz Glass,10.45,11.49,1.04
24-01-2016,COORS LIGHT,6 Pk 12 Oz Glass,10.49,11.99,1.5
24-01-2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10,10.99,0.99
24-01-2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.49,1
31-01-2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,12.99,0.5
31-01-2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,13.49,0.5
31-01-2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.49,0.46
31-01-2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49,13.49,1
31-01-2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,13.99,0.46
31-01-2016,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,13.49,0.5
31-01-2016,BECKS,6 Pk 12 Oz Glass,11.99,11.99,0
31-01-2016,MILLER LITE,6 Pk 12 Oz Glass,11.49,10.49,1
31-01-2016,MILLER LITE,12 Pk 12 Oz Glass,14.49,12.49,2
31-01-2016,MILLER LITE,12 Pk 12 Oz Can,14.49,14.49,0
31-01-2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,12.49,1.44
31-01-2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
31-01-2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
31-01-2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49,11.99,0.5
31-01-2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,13.99,0.5
31-01-2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.49,0
31-01-2016,BUDWEISER,6 Pk 12 Oz Glass,10.99,11.99,1
31-01-2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99,11.49,0.5
31-01-2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.49,0
31-01-2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,11.99,0.56
07-02-2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.99,0.5
07-02-2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49,14.49,0
07-02-2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99,12.49,0.5
07-02-2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,13.49,0
07-02-2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,13.99,0.59
07-02-2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,13.49,0.5
07-02-2016,BECKS,6 Pk 12 Oz Glass,11.99,10.99,1
07-02-2016,MILLER LITE,12 Pk 12 Oz Can,14.49,14.99,0.5
07-02-2016,MILLER LITE,12 Pk 12 Oz Glass,14.99,12.49,2.5
07-02-2016,MILLER LITE,6 Pk 12 Oz Glass,11.93,10.99,0.94
07-02-2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.49,0.5
07-02-2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49,10.99,0.5
07-02-2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13,13.49,0.49
07-02-2016,MAGIC HAT,6 Pk 12 Oz Glass,2,12.99,10.99
07-02-2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99,12.99,1
07-02-2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
07-02-2016,BUDWEISER,6 Pk 12 Oz Glass,10.49,10.49,0
07-02-2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
07-02-2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99,11.99,0
07-02-2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,12.99,0.5
14-02-2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
14-02-2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49,14.49,0
14-02-2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99,11.99,1
14-02-2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
14-02-2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,13.99,0.59
14-02-2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,13.49,0.5
14-02-2016,BECKS,6 Pk 12 Oz Glass,11.49,10.99,0.5
14-02-2016,MILLER LITE,12 Pk 12 Oz Can,14.42,13.49,0.93
14-02-2016,MILLER LITE,12 Pk 12 Oz Glass,14.99,13.49,1.5
14-02-2016,MILLER LITE,6 Pk 12 Oz Glass,11.93,10.49,1.44
14-02-2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.49,0.5
14-02-2016,BUD LIGHT,6 Pk 12 Oz Glass,10.49,10.49,0
14-02-2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13,13.99,0.99
14-02-2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
14-02-2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,13.99,0.5
14-02-2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
14-02-2016,BUDWEISER,6 Pk 12 Oz Glass,10.49,9.49,1
14-02-2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99,11.49,0.5
14-02-2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10.49,11.99,1.5
14-02-2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.49,1
21-02-2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.99,0.5
21-02-2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,13.99,0
21-02-2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.99,0.04
21-02-2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49,12.49,0
21-02-2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,13.49,0.04
21-02-2016,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,13.49,0.5
21-02-2016,BECKS,6 Pk 12 Oz Glass,11.99,11.99,0
21-02-2016,MILLER LITE,6 Pk 12 Oz Glass,11.49,10.99,0.5
21-02-2016,MILLER LITE,12 Pk 12 Oz Glass,14.49,13.99,0.5
21-02-2016,MILLER LITE,12 Pk 12 Oz Can,14.49,13.99,0.5
21-02-2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.99,0.06
21-02-2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
21-02-2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
21-02-2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
21-02-2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,13.49,0
21-02-2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
21-02-2016,BUDWEISER,6 Pk 12 Oz Glass,10.43,10.49,0.06
21-02-2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
21-02-2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.49,0
21-02-2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,12.49,1.06
28-02-2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,12.99,0.5
28-02-2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49,14.99,1.5
28-02-2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.99,12.99,0
28-02-2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,12.49,1
28-02-2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,13.49,0.09
28-02-2016,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,13.49,0.5
28-02-2016,BECKS,6 Pk 12 Oz Glass,11.49,11.99,0.5
28-02-2016,MILLER LITE,12 Pk 12 Oz Can,14.99,14.99,0
28-02-2016,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.99,0.5
28-02-2016,MILLER LITE,6 Pk 12 Oz Glass,11.93,10.49,1.44
28-02-2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.99,0
28-02-2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
28-02-2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,13.99,1.5
28-02-2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
28-02-2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99,12.99,1
28-02-2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.49,0
28-02-2016,BUDWEISER,6 Pk 12 Oz Glass,10,10.49,0.49
28-02-2016,COORS LIGHT,6 Pk 12 Oz Glass,10.98,10.99,0.01
28-02-2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,11.99,0.34
28-02-2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,12.49,0
06-03-2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
06-03-2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,13.99,0
06-03-2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.49,0.46
06-03-2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.43,13.99,0.56
06-03-2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,13.49,0.04
06-03-2016,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,13.49,0.5
06-03-2016,BECKS,6 Pk 12 Oz Glass,11.99,11.49,0.5
06-03-2016,MILLER LITE,6 Pk 12 Oz Glass,11.099,9.49,1.609
06-03-2016,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.99,0.5
06-03-2016,MILLER LITE,12 Pk 12 Oz Can,14.49,14.49,0
06-03-2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.99,0.06
06-03-2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
06-03-2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49,12.49,1
06-03-2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.49,0
06-03-2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,13.99,0.5
06-03-2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.49,0
06-03-2016,BUDWEISER,6 Pk 12 Oz Glass,10.43,10.99,0.56
06-03-2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
06-03-2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.99,0.5
06-03-2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,10.99,0.44
13-03-2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,12.99,0.5
13-03-2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,13.99,0
13-03-2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,11.99,0.96
13-03-2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.43,13.99,0.56
13-03-2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,12.99,0.54
13-03-2016,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,13.99,1
13-03-2016,BECKS,6 Pk 12 Oz Glass,11.99,11.49,0.5
13-03-2016,MILLER LITE,6 Pk 12 Oz Glass,10.99,10.49,0.5
13-03-2016,MILLER LITE,12 Pk 12 Oz Glass,14.49,12.99,1.5
13-03-2016,MILLER LITE,12 Pk 12 Oz Can,14.49,14.99,0.5
13-03-2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.99,0.06
13-03-2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
13-03-2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.4,13.99,0.59
13-03-2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.49,0
13-03-2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,13.49,0
13-03-2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
13-03-2016,BUDWEISER,6 Pk 12 Oz Glass,10.43,10.99,0.56
13-03-2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
13-03-2016,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.99,0.5
13-03-2016,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,11.99,0.56
20-03-2016,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
20-03-2016,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99,12.99,2
20-03-2016,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.99,0.04
20-03-2016,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.43,13.99,0.56
20-03-2016,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,12.49,1.04
20-03-2016,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,12.49,0.5
20-03-2016,BECKS,6 Pk 12 Oz Glass,11.99,11.49,0.5
20-03-2016,MILLER LITE,6 Pk 12 Oz Glass,10.99,10.99,0
20-03-2016,MILLER LITE,12 Pk 12 Oz Glass,14.49,13.99,0.5
20-03-2016,MILLER LITE,12 Pk 12 Oz Can,14.49,14.99,0.5
20-03-2016,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.99,0.06
20-03-2016,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
20-03-2016,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.4,13.49,0.09
20-03-2016,MAGIC HAT,6 Pk 12 Oz Glass,12.49,11.99,0.5
20-03-2016,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,13.99,0.5
20-03-2016,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.49,0
20-03-2016,BUDWEISER,6 Pk 12 Oz Glass,10.45,10.49,0.04
20-03-2016,COORS LIGHT,6 Pk 12 Oz Glass,10.99,9.99,1
